value,count
0.2801165,80
0.2801165,80
0.2801165,56
0.28024954,79
0.28024954,56
0.28024954,56
0.28024954,79
0.28027987,127
0.28027987,94
0.28027987,98
0.28027987,66
0.28027987,127
0.28040174,82
0.28040174,56
0.28040174,63
0.28040174,82
0.28058597,230
0.28058597,122
0.28058597,163
0.28058597,123
0.28058597,230
0.28062937,57
0.28062937,57
0.28065407,50
0.28065407,50
0.28090045,58
0.28090045,82
0.28090045,82
0.28091997,63
0.28091997,81
0.28091997,81
0.28091997,52
0.2809671,55
0.2809671,55
0.28110322,256
0.28110322,160
0.28110322,178
0.28110322,128
0.28110322,256
0.28113636,59
0.28113636,64
0.28113636,92
0.28113636,92
0.28114372,55
0.28114372,55
0.28117245,269
0.28117245,269
0.28117245,169
0.28117245,189
0.28117245,123
0.28122893,562
0.28122893,334
0.28122893,398
0.28122893,246
0.28122893,562
0.2813147,65
0.2813147,86
0.2813147,86
0.2813147,58
0.2813628,54
0.2813628,54
0.28139034,66
0.28139034,66
0.28140557,67
0.28140557,67
0.28140557,50
0.28143165,339
0.28143165,277
0.28143165,508
0.28143165,508
0.28143165,278
0.28145888,56
0.28145888,56
0.28149602,250
0.28149602,250
0.28149602,150
0.28149602,162
0.28149602,121
0.28150088,131
0.28150088,147
0.28150088,92
0.28150088,210
0.28150088,210
0.28154227,176
0.28154227,105
0.28154227,115
0.28154227,79
0.28154227,176
0.28165329,52
0.28165329,78
0.28165329,78
0.2816989,60
0.2816989,60
0.28179032,316
0.28179032,349
0.28179032,227
0.28179032,483
0.28179032,483
0.2818395,53
0.2818395,80
0.2818395,80
0.28187263,59
0.28187263,71
0.28187263,50
0.28187263,106
0.28187263,106
0.28210223,70
0.28210223,72
0.28210223,55
0.28210223,111
0.28210223,111
0.28221607,117
0.28221607,140
0.28221607,98
0.28221607,206
0.28221607,206
0.2822285,70
0.2822285,82
0.2822285,119
0.2822285,119
0.2822285,71
0.28227085,84
0.28227085,84
0.28227085,55
0.2823075,52
0.2823075,52
0.28239718,51
0.28239718,51
0.2824569,52
0.2824569,52
0.2825028,64
0.2825028,64
0.28254482,54
0.28254482,54
0.2825651,51
0.2825651,65
0.2825651,65
0.28260642,51
0.28260642,69
0.28260642,69
0.28266162,54
0.28266162,54
0.2826715,53
0.2826715,69
0.2826715,111
0.2826715,111
0.2826715,63
0.28272474,57
0.28272474,57
0.28275743,123
0.28275743,128
0.28275743,87
0.28275743,172
0.28275743,172
0.28278175,383
0.28278175,251
0.28278175,266
0.28278175,171
0.28278175,383
0.2828338,56
0.2828338,56
0.2829073,59
0.2829073,59
0.28317198,62
0.28317198,62
0.28323624,53
0.28323624,53
0.28327936,153
0.28327936,183
0.28327936,130
0.28327936,259
0.28327936,259
0.28332675,116
0.28332675,116
0.28332675,71
0.28332675,89
0.28332675,64
0.28336146,56
0.28336146,56
0.28338483,58
0.28338483,96
0.28338483,96
0.28338483,72
0.2833977,234
0.2833977,234
0.2833977,123
0.2833977,115
0.2833977,155
0.28352207,613
0.28352207,686
0.28352207,455
0.28352207,985
0.28352207,985
0.28364408,88
0.28364408,88
0.28364408,62
0.28364408,57
0.28367442,56
0.28367442,56
0.28374273,94
0.28374273,57
0.28374273,94
0.28379762,97
0.28379762,97
0.28379762,56
0.28379762,73
0.28379762,51
0.2840046,79
0.2840046,99
0.2840046,99
0.2840046,65
0.2840046,54
0.28406572,64
0.28406572,64
0.28442928,67
0.28442928,50
0.28442928,100
0.28442928,100
0.28442928,59
0.28445876,98
0.28445876,98
0.28445876,57
0.28445876,72
0.28456193,128
0.28456193,67
0.28456193,83
0.28456193,61
0.28456193,128
0.28459084,52
0.28459084,52
0.28470117,123
0.28470117,68
0.28470117,82
0.28470117,69
0.28470117,123
0.28476104,88
0.28476104,88
0.28476104,59
0.28476104,50
0.284781,102
0.284781,102
0.284781,65
0.284781,67
0.28480288,89
0.28480288,89
0.28480288,58
0.2849124,120
0.2849124,120
0.2849124,64
0.2849124,59
0.2849124,86
0.28492722,88
0.28492722,88
0.28492722,60
0.28501013,128
0.28501013,140
0.28501013,96
0.28501013,194
0.28501013,194
0.28502703,63
0.28502703,53
0.28502703,97
0.28502703,97
0.28502703,62
0.28529862,64
0.28529862,64
0.28529862,50
0.28529862,53
0.2853081,61
0.2853081,80
0.2853081,80
0.2853081,53
0.28533122,74
0.28533122,74
0.28533122,59
0.28537807,283
0.28537807,283
0.28537807,140
0.28537807,197
0.28537807,145
0.28539702,57
0.28539702,57
0.28561285,102
0.28561285,206
0.28561285,206
0.28561285,139
0.28561285,145
0.28561646,71
0.28561646,71
0.28581667,107
0.28581667,79
0.28581667,90
0.28581667,50
0.28581667,107
0.285821,54
0.285821,54
0.28595427,241
0.28595427,241
0.28595427,153
0.28595427,168
0.28595427,105
0.2861038,272
0.2861038,353
0.2861038,353
0.2861038,242
0.2861038,164
0.28618455,284
0.28618455,284
0.28618455,153
0.28618455,198
0.28618455,149
0.28624523,433
0.28624523,285
0.28624523,311
0.28624523,190
0.28624523,433
0.2863563,76
0.2863563,93
0.2863563,131
0.2863563,131
0.2863563,84
0.28638256,501
0.28638256,306
0.28638256,339
0.28638256,241
0.28638256,501
0.2864756,61
0.2864756,61
0.2864756,51
0.28649577,60
0.28649577,60
0.28651664,71
0.28651664,71
0.28653243,54
0.28653243,54
0.28655824,213
0.28655824,213
0.28655824,126
0.28655824,155
0.28655824,115
0.2865773,97
0.2865773,129
0.2865773,129
0.2865773,88
0.2865773,62
0.28669453,63
0.28669453,63
0.286703,69
0.286703,51
0.286703,69
0.286749,212
0.286749,94
0.286749,145
0.286749,150
0.286749,212
0.28682113,57
0.28682113,57
0.28698653,72
0.28698653,82
0.28698653,111
0.28698653,111
0.28708908,57
0.28708908,57
0.28709763,61
0.28709763,61
0.2871058,64
0.2871058,64
0.28713718,84
0.28713718,55
0.28713718,62
0.28713718,84
0.28720534,208
0.28720534,230
0.28720534,154
0.28720534,320
0.28720534,320
0.28729755,133
0.28729755,88
0.28729755,99
0.28729755,60
0.28729755,133
0.2873018,98
0.2873018,73
0.2873018,123
0.2873018,185
0.2873018,185
0.28739983,55
0.28739983,55
0.2874303,51
0.2874303,62
0.2874303,62
0.2874359,53
0.2874359,53
0.28745574,69
0.28745574,69
0.28745574,51
0.28758037,63
0.28758037,63
0.28761697,55
0.28761697,55
0.2876695,63
0.2876695,63
0.2876988,58
0.2876988,58
0.28771746,122
0.28771746,80
0.28771746,88
0.28771746,53
0.28771746,122
0.28772783,56
0.28772783,56
0.2877551,181
0.2877551,119
0.2877551,100
0.2877551,145
0.2877551,181
0.28778738,58
0.28778738,99
0.28778738,99
0.2878001,69
0.2878001,100
0.2878001,145
0.2878001,145
0.2878001,83
0.28780806,111
0.28780806,125
0.28780806,72
0.28780806,178
0.28780806,178
0.28781638,71
0.28781638,71
0.2879632,124
0.2879632,124
0.2879632,63
0.2879632,60
0.2879632,88
0.28801066,118
0.28801066,118
0.28801066,79
0.28801066,81
0.28801066,56
0.28805375,693
0.28805375,693
0.28805375,454
0.28805375,486
0.28805375,311
0.28811812,92
0.28811812,50
0.28811812,55
0.28811812,92
0.28825045,81
0.28825045,81
0.28825045,50
0.28852257,152
0.28852257,298
0.28852257,298
0.28852257,147
0.28852257,207
0.28859845,162
0.28859845,104
0.28859845,112
0.28859845,77
0.28859845,162
0.2887214,56
0.2887214,56
0.28880703,51
0.28880703,51
0.28882167,65
0.28882167,65
0.2888237,155
0.2888237,204
0.2888237,320
0.2888237,320
0.2888237,173
0.28883654,82
0.28883654,82
0.28883654,50
0.28883654,65
0.2889261,71
0.2889261,71
0.28895426,58
0.28895426,82
0.28895426,82
0.2890691,53
0.2890691,53
0.2891161,262
0.2891161,262
0.2891161,162
0.2891161,126
0.2891161,184
0.28914422,78
0.28914422,78
0.28914422,51
0.28916502,51
0.28916502,51
0.28926164,136
0.28926164,136
0.28926164,83
0.28926164,97
0.28926164,76
0.28928873,72
0.28928873,78
0.28928873,72
0.28928873,119
0.28928873,119
0.28931648,113
0.28931648,119
0.28931648,87
0.28931648,163
0.28931648,163
0.28963363,50
0.28963363,50
0.28970444,51
0.28970444,51
0.289772,622
0.289772,622
0.289772,301
0.289772,408
0.289772,467
0.28979337,106
0.28979337,106
0.28979337,65
0.28979337,75
0.28979337,54
0.2898247,61
0.2898247,80
0.2898247,80
0.2898247,57
0.28989708,51
0.28989708,51
0.28990573,96
0.28990573,96
0.28990573,66
0.28990573,60
0.28992537,55
0.28992537,55
0.28994268,73
0.28994268,73
0.28994867,139
0.28994867,287
0.28994867,287
0.28994867,197
0.28994867,204
0.29004267,66
0.29004267,66
0.29008526,51
0.29008526,51
0.29022244,63
0.29022244,63
0.29023528,51
0.29023528,86
0.29023528,86
0.29023528,64
0.29023528,70
0.29063618,60
0.29063618,60
0.2906634,55
0.2906634,55
0.29066953,169
0.29066953,201
0.29066953,135
0.29066953,296
0.29066953,296
0.2907468,50
0.2907468,50
0.29084265,66
0.29084265,66
0.29086703,57
0.29086703,57
0.29091266,50
0.29091266,50
0.29091644,59
0.29091644,59
0.2909265,69
0.2909265,69
0.29113588,76
0.29113588,50
0.29113588,76
0.29116166,284
0.29116166,169
0.29116166,191
0.29116166,131
0.29116166,284
0.29133072,93
0.29133072,66
0.29133072,52
0.29133072,93
0.2913731,56
0.2913731,69
0.2913731,114
0.2913731,114
0.2913731,53
0.29147238,313
0.29147238,313
0.29147238,192
0.29147238,201
0.29147238,114
0.29148355,78
0.29148355,64
0.29148355,78
0.2916247,56
0.2916247,56
0.29163998,184
0.29163998,227
0.29163998,163
0.29163998,338
0.29163998,338
0.2917023,57
0.2917023,57
0.29170594,50
0.29170594,50
0.291814,61
0.291814,61
0.29184023,125
0.29184023,77
0.29184023,86
0.29184023,71
0.29184023,125
0.29200542,50
0.29200542,50
0.29208925,52
0.29208925,52
0.29213318,101
0.29213318,53
0.29213318,65
0.29213318,101
0.29230285,113
0.29230285,64
0.29230285,75
0.29230285,60
0.29230285,113
0.29236913,123
0.29236913,147
0.29236913,99
0.29236913,197
0.29236913,197
0.29240304,226
0.29240304,132
0.29240304,161
0.29240304,121
0.29240304,226
0.2925789,54
0.2925789,82
0.2925789,113
0.2925789,113
0.2925789,60
0.29260054,97
0.29260054,215
0.29260054,215
0.29260054,139
0.29260054,163
0.29265273,161
0.29265273,161
0.29265273,66
0.29265273,100
0.29265273,87
0.29265618,510
0.29265618,312
0.29265618,354
0.29265618,245
0.29265618,510
0.29273582,54
0.29273582,54
0.2927714,57
0.2927714,57
0.2928466,121
0.2928466,121
0.2928466,76
0.2928466,54
0.2928466,76
0.2928623,60
0.2928623,60
0.29292879,64
0.29292879,81
0.29292879,81
0.29292879,60
0.29294437,138
0.29294437,77
0.29294437,100
0.29294437,66
0.29294437,138
0.29297236,55
0.29297236,55
0.2931379,68
0.2931379,97
0.2931379,97
0.2931379,67
0.29316878,65
0.29316878,65
0.29320392,80
0.29320392,80
0.2932209,69
0.2932209,91
0.2932209,91
0.2932209,63
0.29332566,53
0.29332566,53
0.29336783,50
0.29336783,50
0.2934933,53
0.2934933,82
0.2934933,82
0.29349673,82
0.29349673,158
0.29349673,158
0.29349673,94
0.29349673,115
0.29353967,62
0.29353967,62
0.29355603,68
0.29355603,68
0.29357943,72
0.29357943,88
0.29357943,62
0.29357943,113
0.29357943,113
0.29365364,246
0.29365364,164
0.29365364,183
0.29365364,111
0.29365364,246
0.29365474,65
0.29365474,65
0.2937348,53
0.2937348,53
0.29374215,54
0.29374215,54
0.29379058,50
0.29379058,66
0.29379058,66
0.29387757,68
0.29387757,68
0.29393256,68
0.29393256,56
0.29393256,68
0.2941125,212
0.2941125,294
0.2941125,294
0.2941125,191
0.2941125,133
0.29417306,56
0.29417306,55
0.29417306,79
0.29417306,79
0.29419035,71
0.29419035,71
0.2942298,62
0.2942298,62
0.29428586,233
0.29428586,129
0.29428586,164
0.29428586,113
0.29428586,233
0.2942993,59
0.2942993,59
0.2944291,221
0.2944291,221
0.2944291,138
0.2944291,104
0.2944291,160
0.29449362,415
0.29449362,252
0.29449362,284
0.29449362,171
0.29449362,415
0.2945166,126
0.2945166,126
0.2945166,75
0.2945166,64
0.2945166,88
0.29459348,50
0.29459348,73
0.29459348,73
0.29480246,52
0.29480246,52
0.29490697,56
0.29490697,56
0.2950574,120
0.2950574,57
0.2950574,66
0.2950574,67
0.2950574,120
0.2950783,59
0.2950783,59
0.29509023,95
0.29509023,84
0.29509023,134
0.29509023,134
0.29509023,75
0.29526055,72
0.29526055,50
0.29526055,72
0.29533008,149
0.29533008,88
0.29533008,226
0.29533008,226
0.29533008,144
0.29538852,51
0.29538852,51
0.2953895,50
0.2953895,58
0.2953895,87
0.2953895,87
0.2953895,51
0.2954412,52
0.2954412,81
0.2954412,120
0.2954412,120
0.2954412,74
0.2955006,68
0.2955006,68
0.29555252,156
0.29555252,103
0.29555252,117
0.29555252,89
0.29555252,156
0.29557344,60
0.29557344,60
0.2956213,103
0.2956213,138
0.2956213,216
0.2956213,216
0.2956213,123
0.295844,62
0.295844,68
0.295844,105
0.295844,105
0.295844,55
0.29586378,53
0.29586378,53
0.29588395,52
0.29588395,52
0.29597718,78
0.29597718,50
0.29597718,54
0.29597718,78
0.29598635,94
0.29598635,61
0.29598635,94
0.29600376,346
0.29600376,420
0.29600376,265
0.29600376,538
0.29600376,538
0.2960954,83
0.2960954,83
0.29609984,79
0.29609984,51
0.29609984,56
0.29609984,79
0.2961027,52
0.2961027,76
0.2961027,76
0.2961264,59
0.2961264,59
0.29644826,53
0.29644826,69
0.29644826,69
0.29646719,89
0.29646719,50
0.29646719,59
0.29646719,89
0.29654425,343
0.29654425,232
0.29654425,455
0.29654425,455
0.29654425,289
0.29657164,52
0.29657164,52
0.2965947,173
0.2965947,280
0.2965947,389
0.2965947,389
0.2965947,262
0.29676077,336
0.29676077,221
0.29676077,248
0.29676077,157
0.29676077,336
0.29676124,133
0.29676124,90
0.29676124,191
0.29676124,191
0.29676124,114
0.29676807,95
0.29676807,53
0.29676807,72
0.29676807,52
0.29676807,95
0.29678908,461
0.29678908,285
0.29678908,342
0.29678908,209
0.29678908,461
0.29679358,59
0.29679358,59
0.2967939,60
0.2967939,60
0.29707634,87
0.29707634,55
0.29707634,62
0.29707634,87
0.29712024,71
0.29712024,55
0.29712024,71
0.29714242,62
0.29714242,62
0.2971474,50
0.2971474,50
0.29719034,82
0.29719034,56
0.29719034,119
0.29719034,119
0.29719034,68
0.29731864,58
0.29731864,58
0.29734984,213
0.29734984,241
0.29734984,173
0.29734984,336
0.29734984,336
0.2975162,91
0.2975162,91
0.2975162,62
0.2975164,102
0.2975164,102
0.2975164,56
0.2975164,69
0.29756418,56
0.29756418,56
0.29758653,79
0.29758653,79
0.29758653,50
0.29758653,51
0.29774505,64
0.29774505,64
0.29780665,81
0.29780665,83
0.29780665,56
0.29780665,123
0.29780665,123
0.29783133,131
0.29783133,131
0.29783133,75
0.29783133,89
0.29783133,62
0.2979598,244
0.2979598,161
0.2979598,117
0.2979598,171
0.2979598,244
0.2980024,70
0.2980024,107
0.2980024,107
0.2980024,62
0.29822394,128
0.29822394,95
0.29822394,199
0.29822394,199
0.29822394,110
0.29825044,592
0.29825044,377
0.29825044,424
0.29825044,267
0.29825044,592
0.2982564,118
0.2982564,71
0.2982564,76
0.2982564,118
0.2983825,61
0.2983825,61
0.29839522,54
0.29839522,54
0.2984045,98
0.2984045,98
0.2984045,52
0.2984045,61
0.2984965,53
0.2984965,53
0.29872498,57
0.29872498,57
0.29878652,57
0.29878652,57
0.2988566,50
0.2988566,50
0.2988859,50
0.2988859,50
0.29891202,87
0.29891202,87
0.29891202,60
0.29891202,128
0.29891202,128
0.29891744,63
0.29891744,63
0.29900196,80
0.29900196,80
0.29900196,54
0.2991659,88
0.2991659,142
0.2991659,183
0.2991659,183
0.2991659,132
0.29927558,52
0.29927558,70
0.29927558,70
0.29927558,50
0.29929394,64
0.29929394,64
0.2993133,82
0.2993133,82
0.2993133,54
0.2993133,57
0.2994669,59
0.2994669,59
0.29960293,501
0.29960293,326
0.29960293,690
0.29960293,690
0.29960293,455
0.2996821,53
0.2996821,53
0.29968667,61
0.29968667,96
0.29968667,96
0.29968667,61
0.29973796,246
0.29973796,288
0.29973796,204
0.29973796,393
0.29973796,393
0.29975623,52
0.29975623,52
0.29976413,79
0.29976413,79
0.29988328,111
0.29988328,66
0.29988328,164
0.29988328,164
0.29988328,109
0.29993472,99
0.29993472,59
0.29993472,99
0.29999587,55
0.29999587,55
0.30002713,303
0.30002713,164
0.30002713,211
0.30002713,161
0.30002713,303
0.30006808,58
0.30006808,58
0.30011088,55
0.30011088,55
0.30018198,51
0.30018198,51
0.300186,50
0.300186,50
0.30019158,50
0.30019158,81
0.30019158,81
0.30023968,101
0.30023968,65
0.30023968,74
0.30023968,59
0.30023968,101
0.30026403,440
0.30026403,500
0.30026403,345
0.30026403,734
0.30026403,734
0.3003361,58
0.3003361,58
0.3003408,52
0.3003408,71
0.3003408,113
0.3003408,113
0.3003408,61
0.30040237,230
0.30040237,168
0.30040237,175
0.30040237,124
0.30040237,230
0.300428,344
0.300428,344
0.300428,175
0.300428,212
0.300428,247
0.30043495,73
0.30043495,73
0.30043495,50
0.30043495,51
0.30046323,59
0.30046323,59
0.30050564,52
0.30050564,52
0.3009026,56
0.3009026,72
0.3009026,72
0.3009983,52
0.3009983,74
0.3009983,74
0.3012365,59
0.3012365,59
0.3012704,67
0.3012704,96
0.3012704,96
0.3012704,53
0.3014066,118
0.3014066,118
0.3014066,64
0.3014066,68
0.3014066,79
0.30151853,91
0.30151853,190
0.30151853,190
0.30151853,129
0.30151853,124
0.30160388,106
0.30160388,106
0.30160388,66
0.30160388,79
0.3016526,119
0.3016526,160
0.3016526,233
0.3016526,233
0.3016526,106
0.30170023,56
0.30170023,56
0.30175498,96
0.30175498,75
0.30175498,153
0.30175498,153
0.30175498,78
0.3017649,59
0.3017649,59
0.30177003,97
0.30177003,64
0.30177003,70
0.30177003,97
0.3017738,56
0.3017738,86
0.3017738,86
0.3017738,51
0.3019237,73
0.3019237,56
0.3019237,73
0.3019748,90
0.3019748,130
0.3019748,206
0.3019748,206
0.3019748,112
0.30207422,66
0.30207422,66
0.3022155,167
0.3022155,274
0.3022155,385
0.3022155,385
0.3022155,250
0.30221912,61
0.30221912,78
0.30221912,78
0.30221912,63
0.30222774,92
0.30222774,56
0.30222774,65
0.30222774,57
0.30222774,92
0.30227563,68
0.30227563,68
0.3022796,55
0.3022796,72
0.3022796,72
0.3024246,50
0.3024246,50
0.3024968,58
0.3024968,58
0.30253077,499
0.30253077,1100
0.30253077,1100
0.30253077,683
0.30253077,775
0.3025648,70
0.3025648,108
0.3025648,108
0.3025648,59
0.30256742,56
0.30256742,56
0.3026583,61
0.3026583,61
0.3027705,57
0.3027705,85
0.3027705,85
0.3028427,88
0.3028427,135
0.3028427,211
0.3028427,211
0.3028427,130
0.3028573,146
0.3028573,100
0.3028573,66
0.3028573,109
0.3028573,146
0.30290136,52
0.30290136,53
0.30290136,75
0.30290136,75
0.30291107,58
0.30291107,58
0.302964,82
0.302964,82
0.302964,51
0.3031158,106
0.3031158,106
0.3031158,63
0.3031158,50
0.3031158,79
0.30324778,63
0.30324778,63
0.3032913,52
0.3032913,52
0.30332524,51
0.30332524,51
0.30340108,55
0.30340108,55
0.30341482,57
0.30341482,57
0.30343956,52
0.30343956,52
0.30345634,318
0.30345634,639
0.30345634,639
0.30345634,402
0.30345634,481
0.3034762,51
0.3034762,51
0.30348703,286
0.30348703,170
0.30348703,190
0.30348703,145
0.30348703,286
0.30358738,78
0.30358738,101
0.30358738,58
0.30358738,145
0.30358738,145
0.3036334,53
0.3036334,53
0.30366445,83
0.30366445,83
0.30366445,57
0.30366722,50
0.30366722,64
0.30366722,55
0.30366722,100
0.30366722,100
0.30371442,88
0.30371442,66
0.30371442,66
0.30371442,88
0.3038371,68
0.3038371,84
0.3038371,109
0.3038371,109
0.3038371,73
0.30390713,66
0.30390713,79
0.30390713,51
0.30390713,111
0.30390713,111
0.30392286,69
0.30392286,55
0.30392286,69
0.3039709,54
0.3039709,54
0.30415964,55
0.30415964,88
0.30415964,88
0.3042051,54
0.3042051,84
0.3042051,84
0.3042051,50
0.3042871,140
0.3042871,223
0.3042871,306
0.3042871,306
0.3042871,193
0.30428752,60
0.30428752,50
0.30428752,93
0.30428752,93
0.30439574,52
0.30439574,54
0.30439574,83
0.30439574,83
0.30446887,808
0.30446887,409
0.30446887,519
0.30446887,445
0.30446887,808
0.30455,54
0.30455,83
0.30455,83
0.3045712,68
0.3045712,68
0.30471742,52
0.30471742,52
0.30471742,87
0.30471742,87
0.30480632,204
0.30480632,270
0.30480632,222
0.30480632,379
0.30480632,379
0.30486986,57
0.30486986,57
0.30487737,53
0.30487737,53
0.30502072,66
0.30502072,54
0.30502072,102
0.30502072,102
0.30502072,56
0.30504173,54
0.30504173,54
0.30508596,396
0.30508596,396
0.30508596,253
0.30508596,279
0.30508596,179
0.3051262,63
0.3051262,63
0.30519274,73
0.30519274,55
0.30519274,60
0.30519274,73
0.30521244,52
0.30521244,52
0.3053415,59
0.3053415,59
0.30538017,237
0.30538017,144
0.30538017,162
0.30538017,123
0.30538017,237
0.3054298,58
0.3054298,90
0.3054298,90
0.30545124,100
0.30545124,63
0.30545124,54
0.30545124,100
0.30568886,51
0.30568886,92
0.30568886,92
0.30568904,69
0.30568904,96
0.30568904,60
0.30568904,133
0.30568904,133
0.30587557,76
0.30587557,53
0.30587557,76
0.3059775,53
0.3059775,53
0.30598462,198
0.30598462,210
0.30598462,137
0.30598462,292
0.30598462,292
0.3060297,54
0.3060297,69
0.3060297,69
0.3060661,50
0.3060661,50
0.30614877,68
0.30614877,68
0.30628833,73
0.30628833,53
0.30628833,95
0.30628833,95
0.30628833,63
0.30639964,83
0.30639964,55
0.30639964,83
0.30644238,51
0.30644238,51
0.30648583,95
0.30648583,62
0.30648583,127
0.30648583,127
0.30648583,82
0.30652994,125
0.30652994,64
0.30652994,92
0.30652994,68
0.30652994,125
0.3066323,67
0.3066323,67
0.30669218,54
0.30669218,54
0.3066954,52
0.3066954,70
0.3066954,70
0.30678394,558
0.30678394,323
0.30678394,409
0.30678394,293
0.30678394,558
0.30687922,99
0.30687922,64
0.30687922,70
0.30687922,99
0.30702427,115
0.30702427,150
0.30702427,123
0.30702427,222
0.30702427,222
0.30715722,64
0.30715722,64
0.30722314,70
0.30722314,70
0.30725947,1026
0.30725947,618
0.30725947,713
0.30725947,462
0.30725947,1026
0.3073498,110
0.3073498,155
0.3073498,203
0.3073498,203
0.3073498,134
0.30738226,52
0.30738226,88
0.30738226,88
0.30738226,51
0.30738226,59
0.30739662,57
0.30739662,69
0.30739662,56
0.30739662,99
0.30739662,99
0.30740076,77
0.30740076,52
0.30740076,50
0.30740076,77
0.30741146,201
0.30741146,127
0.30741146,137
0.30741146,78
0.30741146,201
0.3074229,50
0.3074229,72
0.3074229,113
0.3074229,113
0.3074229,68
0.30758414,83
0.30758414,59
0.30758414,96
0.30758414,96
0.30759206,72
0.30759206,54
0.30759206,72
0.30762306,59
0.30762306,59
0.30763504,62
0.30763504,62
0.30770415,52
0.30770415,66
0.30770415,66
0.30771247,52
0.30771247,52
0.30773798,141
0.30773798,87
0.30773798,94
0.30773798,71
0.30773798,141
0.30774114,203
0.30774114,171
0.30774114,304
0.30774114,304
0.30774114,144
0.3077444,60
0.3077444,60
0.30775794,203
0.30775794,110
0.30775794,122
0.30775794,89
0.30775794,203
0.3077608,55
0.3077608,55
0.3078081,156
0.3078081,204
0.3078081,310
0.3078081,310
0.3078081,165
0.3078192,61
0.3078192,80
0.3078192,80
0.30787,162
0.30787,152
0.30787,107
0.30787,225
0.30787,225
0.3078863,58
0.3078863,58
0.3079292,72
0.3079292,72
0.30802196,74
0.30802196,74
0.30807033,68
0.30807033,84
0.30807033,118
0.30807033,118
0.3081131,298
0.3081131,212
0.3081131,328
0.3081131,493
0.3081131,493
0.30816817,176
0.30816817,122
0.30816817,115
0.30816817,100
0.30816817,176
0.30822596,50
0.30822596,50
0.30850685,219
0.30850685,146
0.30850685,154
0.30850685,109
0.30850685,219
0.3085241,128
0.3085241,88
0.3085241,64
0.3085241,96
0.3085241,128
0.30854616,56
0.30854616,56
0.30856115,104
0.30856115,110
0.30856115,80
0.30856115,166
0.30856115,166
0.3085621,69
0.3085621,86
0.3085621,86
0.3085621,51
0.30873892,60
0.30873892,60
0.30876783,59
0.30876783,59
0.30881524,161
0.30881524,81
0.30881524,98
0.30881524,92
0.30881524,161
0.30890042,76
0.30890042,51
0.30890042,54
0.30890042,76
0.30893153,73
0.30893153,73
0.30902454,116
0.30902454,76
0.30902454,87
0.30902454,63
0.30902454,116
0.30903697,67
0.30903697,55
0.30903697,97
0.30903697,97
0.30903697,50
0.30904347,84
0.30904347,84
0.30904347,50
0.30904347,60
0.30909473,240
0.30909473,291
0.30909473,188
0.30909473,379
0.30909473,379
0.30910054,150
0.30910054,107
0.30910054,105
0.30910054,79
0.30910054,150
0.3093604,51
0.3093604,51
0.30940342,69
0.30940342,50
0.30940342,69
0.30949843,51
0.30949843,63
0.30949843,63
0.30957916,74
0.30957916,74
0.30957916,53
0.30963764,80
0.30963764,110
0.30963764,110
0.30963764,76
0.30966422,106
0.30966422,70
0.30966422,73
0.30966422,64
0.30966422,106
0.30968106,61
0.30968106,100
0.30968106,100
0.30968106,51
0.30970317,58
0.30970317,58
0.30972722,69
0.30972722,69
0.3098486,130
0.3098486,74
0.3098486,64
0.3098486,87
0.3098486,130
0.30985582,61
0.30985582,61
0.30987242,308
0.30987242,205
0.30987242,220
0.30987242,139
0.30987242,308
0.3099291,242
0.3099291,371
0.3099291,537
0.3099291,537
0.3099291,344
0.31000936,61
0.31000936,61
0.31007037,300
0.31007037,156
0.31007037,209
0.31007037,148
0.31007037,300
0.31008235,74
0.31008235,85
0.31008235,119
0.31008235,119
0.310175,56
0.310175,56
0.3102268,55
0.3102268,55
0.31057262,63
0.31057262,51
0.31057262,63
0.31059965,122
0.31059965,138
0.31059965,101
0.31059965,184
0.31059965,184
0.31069,52
0.31069,52
0.31075487,65
0.31075487,65
0.31077126,793
0.31077126,498
0.31077126,547
0.31077126,382
0.31077126,793
0.31085724,92
0.31085724,54
0.31085724,53
0.31085724,92
0.3109287,179
0.3109287,284
0.3109287,375
0.3109287,375
0.3109287,251
0.3109513,58
0.3109513,76
0.3109513,76
0.31120926,199
0.31120926,212
0.31120926,132
0.31120926,316
0.31120926,316
0.3112199,71
0.3112199,71
0.31131148,271
0.31131148,155
0.31131148,181
0.31131148,145
0.31131148,271
0.31135517,114
0.31135517,115
0.31135517,65
0.31135517,163
0.31135517,163
0.31136507,68
0.31136507,68
0.31151512,54
0.31151512,73
0.31151512,73
0.3115246,197
0.3115246,301
0.3115246,421
0.3115246,421
0.3115246,259
0.3116077,142
0.3116077,142
0.3116077,87
0.3116077,65
0.3116077,91
0.31164733,59
0.31164733,59
0.31170607,85
0.31170607,61
0.31170607,85
0.31179366,61
0.31179366,61
0.31183776,58
0.31183776,58
0.31188807,57
0.31188807,57
0.31202644,75
0.31202644,82
0.31202644,55
0.31202644,122
0.31202644,122
0.3120703,58
0.3120703,58
0.31212536,63
0.31212536,63
0.3121426,123
0.3121426,193
0.3121426,282
0.3121426,282
0.3121426,173
0.31221378,52
0.31221378,52
0.31224707,55
0.31224707,74
0.31224707,74
0.31225735,63
0.31225735,57
0.31225735,98
0.31225735,98
0.3122801,52
0.3122801,52
0.3124358,58
0.3124358,58
0.3126032,112
0.3126032,172
0.3126032,229
0.3126032,229
0.3126032,160
0.3127333,61
0.3127333,61
0.31275275,57
0.31275275,57
0.3127754,56
0.3127754,56
